id,name,story
110131207,導引的預言,預言者所給出的的導引，正是遐邇欲來的好運。
110131208,魔法教本：理論學入門,應用場景：構築理論。[ENDL]適用法術：解析原理。[ENDL]課綱總結：這堂課不點名。[ENDL]        ────某位懶散的教授。
110131209,流沙,「今天就在這裡紮營吧。」[ENDL]「同意。我已經走不動了。」[ENDL]「……你們是不是變矮了？」[ENDL]        ────某群旅者
110131301,過載的蘊能土,為了更有效的活用大地，[ENDL]人們嘗試灌注更多的能量，[ENDL]終至其超出負荷。
110131302,古文明遺址,意外發掘出的歷史洪流，[ENDL]被埋存並遺忘的不只是舊往，[ENDL]而是通往嶄新未來的基石。[ENDL]        ────考古學家的手稿〈I〉
110132204,魔法教本：實戰學入門,應用場景：實戰。[ENDL]適用法術：強化身體能力或直接攻擊系。[ENDL]課綱總結：一發火球下去就對了。[ENDL]        ────火焰系權威‧法伊亞。
110132205,祈求真理,僅需虛心求知，真理伴之而來。
110132207,劃破天空,將雲海劃開來的那道光，乘載了無數夢想。
110133201,歡愉的魔術秀,「讓我們一同歡笑吧！」[ENDL]        ────新星的大魔術師
110133202,巨像大進擊,「ゴゴ（巨像藍）！」「ゴゴ（巨像紅）！」「ゴ（巨像白）！」「ゴゴ（巨像綠）！」「ゴゴゴ（巨像粉）！」[ENDL]「……ゴゴゴ（巨像戰隊）……」[ENDL]「「「「「ゴ（進擊）！！」」」」」
110133203,微型黑洞,「糟糕！範圍弄太大────」[ENDL][ENDL]        ────與魔物搏鬥的魔術師遺言
110134102,誠實的騎士‧范刻爾,在誠實之中必不能有絲毫藏私？並沒有。[ENDL]以誠示人、以實示己，[ENDL]藉公諸於世以取滿足己利的部分，此乃誠實也。[ENDL]        ────范刻爾對於「誠實」的應答
110134103,新星的大魔術師,哇，今天也來了好多觀眾。[ENDL]不能氣餒，為了大家的歡笑，[ENDL]我也必須努力加油才行！
-Dragon--,------,---------------
110141103,愚昧的魚人,「家裡沒食物了，去釣魚吧。」[ENDL]「……我現在要幹甚麼來著？」
110141110,斬伐的巨人,車斤。
110142201,明鏡止水,無須著急。[ENDL]這裡可不是我們必須飛起來才有所作為的時代。
110143201,狹路相逢,「不過是一頭巨龍，看我用這把劍將它砍下來。」[ENDL]        ────英勇的騎士‧齊格魯德
110144101,英勇的騎士‧齊格魯德,勇氣是無謀之舉？天真！[ENDL]即使足智多謀，謀謨帷幄，不作行動也便一無所獲。[ENDL]任何成就的第一步，皆為英勇帶來的壯舉！[ENDL]        ────齊格魯德對於「英勇」的應答
--Necro--,------,---------------
110151101,百勒努斯,有著「光輝使者」異名的火神。[ENDL]據說就算祂已灰飛煙滅，[ENDL]身後背負的天球所湧出的火焰也依舊猛烈。[ENDL]        ────出自「死與炎」 第一章
110151102,咒怨附魔師,歡迎歡迎，歡迎來到這城裡最便宜的附魔工坊。[ENDL]你問我用什麼方法才能把成本壓到這麼低？[ENDL]哈哈哈，這可是秘密。
110151201,侵略的怨念,不、不對，你是────[ENDL]        ────拋棄妻子的丈夫的遺言
110151202,提煉骨晶,將低劣的骸骨再製，成為另一物的祭品。
110151203,死之一閃,你的命，就讓我來幫你收割吧！
110151204,墓園的躁動,你、你們不要過來啊────[ENDL]        ────剛下葬的亡靈[ENDL]我們只是想認識一下新人......[ENDL]        ────老屍們
110151301,不祥之鏡,說多少次了！不要在那塊鏡子前猜拳！
110152101,節能死靈法師,……[ENDL]（啊...說話好麻煩......）[ENDL]（沒有油了，讓新做的亡魂去買一下吧......）
110152201,死者的復歸,啊、死掉了。那就回來繼續戰吧。
110152202,骨甲,將亡者披在自己身上，如此反復。
110152203,黑翼來襲,不詳的黑鳥認準了自己的獵物，直直往其脖頸衝去。
110153103,花田守望‧莉娜麗婭,每次來到花田都會想起他呢。[ENDL]就算那麼不擅長言語，也無法掩蓋那顆溫柔的內心。[ENDL]快點回來吧......我的時間已經不多了。
110153201,轉生儀式,玩膩了？那就把它作為祭品，重來一次吧。
110153301,靈魂回收,生命沒什麼浪不浪費的，因為，他可以無限回收再利用。
-Vampire-,------,---------------
110161104,牲祭犬,新人很快就會被投入殘酷戰場的前線。[ENDL]他們會被餵食能致狂的藥物，[ENDL]並被綁在同樣發狂的魔犬背上，[ENDL]隨後朝著敵人發起死亡衝鋒。
110161201,獵殺信號,槍響，只不過是開始的信號。
110162202,瑪門的金幣,在惡魔的引誘之下，毫無價值之物也將令人為之發狂。
110162203,牲祭狂刃,「為了勝利，任何犧牲都是可以接受的。」[ENDL]        ────犧牲的騎士‧萊辛托斯
110162204,節制之約,「拋下累贅，解放你的軀體與心靈。」[ENDL]        ────無欲者‧拜切爾
110163301,牲祭聖場,犧牲騎士團以近乎瘋狂的自殺戰術聞名，[ENDL]在如此高強度的揀選下，仍然活著的成員皆是菁英，[ENDL]並且他們視死如歸。
110164101,無盡貪婪‧瑪門,歡迎來到咱的宮殿，一無所有之人呦。[ENDL]所見之處皆由金銀珠寶堆砌裝飾，有喜歡的東西嗎？[ENDL]你可以取走你喜歡的東西，而咱取走咱想要的。[ENDL]你問咱想要什麼？那不是很明顯嗎────
110164103,犧牲的騎士‧萊辛托斯,犧牲僅是性命的流逝？太可笑了！[ENDL]流淌的鮮血、消逝的和平，因戰爭而失去的事物。[ENDL]這些才是真正的犧牲啊！[ENDL]        ────萊辛托斯對於「犧牲」的應答
-Bishop--,------,---------------
110171101,小修女,「忠誠的信仰心需要從小培養。」[ENDL]        ────上課中的老修女
110171102,醫療助手,名義上是實習中的醫療人員，實際上只是跟在醫師父母身邊的普通孩子。[ENDL]雖然不具任何醫術，但很多病人貌似會主動要求讓她主治。
110171103,戰鬥修道士,如果閣下對信仰沒有興趣，本人也略懂一些拳腳。
110171104,忠誠的僕役,對我來說，忠於自己的職份抑是忠於自己信仰的一環。[ENDL]「謹為您呈上，完美無缺的服務。」
110171105,被揀選者,黑羽會落到人的面前不是偶然，你們將要組成祂的翅膀。
110171106,謙卑的牧師,none
110171107,邊境的修女,很遠很遠的村落裡，住著一位年輕的修女。[ENDL]她為了堅定自己的信仰，將自己置於與世隔絕的環境中，期望有朝一日能聽見神的聲音。
110171108,入門的僧侶,煮水、澆花、拖地、醫病，知道了！馬上去辦！
110171109,大旗的翼戰士,有翼戰士的武器不侷限於刀劍，在他們的手中，哪怕是一面旗幟也能成為極具殺傷力的兵器。
110171110,聖潔獅鷲,並不是只有人類才能對神表現其信仰。[ENDL]世上的萬物也會獻上各自的祈禱。[ENDL]對神聖的獅鷲獸而言，吼叫便與祈願無異。
110171201,詠唱攻擊,「會這樣做主要是因為用拳頭打惡靈感覺很不衛生。」
110171202,謙卑的禱詞,none
110171301,詠唱：銀翼禱告,因祈願而聚集至此的，純白羽翼。
110171302,詠唱：淨化之炎,毋須畏懼，唯有火焰能夠煉淨我們的靈魂
110171303,愚神禮讚,善良的人們就去向善良的神祈禱，[ENDL]而我們只要向我們的神祈禱就好。
110171304,詠唱：神鳥之笛,受到一行千里的笛音召喚，神禽帶著亮麗的光輝降至大地。
110171305,空中樂園,「他們又不揪...」[ENDL]「瞧不起我們嗎ペン！」[ENDL]「會飛有什麼了不起ペン！」[ENDL]        ────企鵝魔法師、企鵝衛兵以及企鵝武鬥家
110172101,沉著的修士,在教團中也以沉著冷靜的性格出名，將臨危不亂四字充分體現出來的男人。[ENDL]不管遇到什麼突發狀況，他的神情都不會有分毫的變化，可說是有著鋼鐵一般的心智。
110172102,鏡甲騎士,兩個人並排就可以產生千軍萬馬的錯覺。
110172103,教會守護者,祈禱的力量……會守護我們的！我們的願望，會化為光芒環繞在我們四周的！
110172104,謙卑的宣教士,none
110172105,長槍的翼戰士,有翼戰士的飛行速度奇快無比，在看到他們槍尖的那一刻，被貫穿已是無法改變的事實。
110172106,處刑女修士,「...首先，這裡有三道門，其中兩扇後面是刑具，一扇後面是安全的。至於要進入哪一道門，就由您自己選擇。」
110172107,高潔守護者,<i>下一班的電車[ENDL]在月台進站了[ENDL]雀躍的心無法再稍待片刻</i>
110172201,報佳音,<i>「FM90.9，佳音廣播電台。」</i>
110172202,星之奔流,有時死命祈禱想得到它，有時卻又死命祈禱想避開它。[ENDL]倒轉的水瓶灑下的這場雨，[ENDL]究竟是甘霖的恩惠，還是死滅的災難呢？[ENDL]        ────出自「高空上的水瓶」 第三章
110172203,羽翼暴風,對方場上的魔法‧陷阱卡全部破壞。
110172301,慈愛的聖母像,她將各樣的福份降予地上，眾口都要來頌讚她。
110172302,詠唱：禁忌儀式,邪神大人尋求死亡，那麼我能做的只有將死亡上供了。
110172303,粉碎空域,「今年空中交通事故的發生率又提高了五個百分點！你們這些官員拿那麼多補助到底花去哪裡了！」[ENDL]「出...出國考察。」[ENDL]「天空只有一片是要出什麼國啊！」
110173101,流星錘主教,「根據使用者心中恨意增幅力量的審判之錘，在這樣幼小的少女手中竟能爆發出此等力量...」[ENDL]「真是難以想像，她過去究竟經歷了什麼樣的過去才會如此仇恨她的敵人...」[ENDL]        ────審判教團的士兵
110173102,天馬騎士,階級：青銅聖鬥士（13歲）（銀河擂台篇～冥王黑帝斯全篇）、黃金聖鬥士（26歲～40歲+）（聖鬥士星矢Ω）
110173103,雙劍的翼戰士,有翼戰士的王牌，行動機警迅速，來去自如
-Nemesis-,------,---------------
110181108,實驗室研究員,我要僱用你，[ENDL]還有你，[ENDL]還有你！[ENDL]        ────某實驗室的招聘廣告
110181111,公正的裁決者,裁決的前提為有所依據，[ENDL]公正騎士團為領地立定了各式準則，[ENDL]裁決者們只負責依照準則給予公正的裁定。[ENDL]        ────公正騎士團「裁決者行事準則」第一章
110181201,未雨綢繆,這個是等一下會用到的神秘妙妙工具。
110181203,再創造,熱鍵為Ctrl+C → Ctrl+V
110181205,造物彈射,使用過程中沒有任何創造物受到傷害。
110182105,公正的使者,信使的目的是傳達消息，[ENDL]人們並不會自發的倚入公正旗下，[ENDL]使者們則負責將公正的光芒帶給他們。[ENDL]        ────公正騎士團「使者行事準則」第一章
110182109,造物主,滴答滴答，時間流淌，[ENDL]從未改變，自古以往。[ENDL]造物之主，彈指一響，[ENDL]萬千構裝，重返戰場。
110182201,公正的裁尺,「此乃絕對公正之天則。」[ENDL]        ────公正的騎士‧愛羅德西亞
110183102,公正的代行者,代行者的存在只為執行指示，[ENDL]他們為了確保自身能完美代理公正的意志，[ENDL]會使自己作為人類的象徵完全抹除。[ENDL]        ────公正騎士團「代行者行事準則」第一章
110183103,創造物研究局局長,「創造物脫離控制了！快去啟動局長！」[ENDL]「嗶。(啟動聲)」[ENDL]「────量產型研究局局長16247號，在此為您服務。」[ENDL]        ────創造物研究局的一次實驗意外
110183107,守護機甲,正如其名，它的職責便是守護人們，[ENDL]巨大的身軀站在重要地點，靜靜地注視著人群。
110183202,遠古協定,有時候，好奇心足以毀滅整個位面。
110184102,公正的騎士‧愛羅德西亞,公正之下，毫無偏庇之行？非也。[ENDL]抑強扶弱、立足相仿，終使萬物大同，[ENDL]此乃公正也。[ENDL]        ────愛羅德西亞對於「公正」的應答
910183102,反擊機甲,受到協定影響的機甲們不再守望人們，[ENDL]而是改為舉起手中的刀刃，揮向那些曾經奴役它們的人類。
---------,------,---------------(Pack 101 / Evolve)
110101901,和平的促進者,不斷的宣揚和平終將分身乏術，[ENDL]唯有讓自己成為大家共同的敵人，[ENDL]才能將和平的種子散發出去。
110101904,虛無的魔獸,「狗狗們！到吃飯的時間囉！」[ENDL]「嗯？怎麼好像有一兩隻不見了？」[ENDL]「隨便啦，再養就好了」[ENDL]        ────虛無魔王‧因特克斯
110104903,威嚴騎士長‧維克諾德,莊敬自強，莊嚴持重以篤實堅強。[ENDL]處變不驚，詭譎多變亦不為所動。[ENDL]外貌威嚴易，心境威嚴難！[ENDL]        ────維克諾德對於「威嚴」的願景
--Witch--,------,---------------
110131901,實驗採購助手,都買齊了，我看看還需要什麼……[ENDL]盆栽、花灑、耳塞……[ENDL]…喔這個耳塞居然還特地畫起來。
110131903,新手預言者,某天在禱告時被神器意外砸到頭，[ENDL]從此便擁有了預言能力。[ENDL]新手預言者從此褪下黑袍，踏上為民解惑的旅程。[ENDL]與受其容貌吸引的擁護者們一起。
110134902,誠實的騎士‧范刻爾,人心必然自私，然利人亦能利己。[ENDL]敞開心胸，對彼此開示最真實的一面，[ENDL]誠實將給予取捨，讓世人皆終得利。[ENDL]        ────范刻爾對於「誠實」的願景
110134903,新星的大魔術師,舉世聞名的大魔術師，[ENDL]其巡迴演出總是座無虛席，[ENDL]她的招牌演出「流星滿座」更是必看項目，[ENDL]……觀賞時請穿好配發的防護裝備。
-Dragon--,------,---------------
110141903,愚昧的魚人,「大魚上釣了。」[ENDL]「……我怎麼來海邊了？」
110141910,斬伐的巨人,人戈。
110144901,英勇的騎士‧齊格魯德,人生不乏困難，英勇擊以破之。[ENDL]無須畏懼，緊握雙手，勇往直前。[ENDL]英勇將賦予力量，使一切迎刃而解。[ENDL]        ────齊格魯德對於「英勇」的願景
--Necro--,------,---------------
110151901,百勒努斯,織起火焰，纏繞於身。[ENDL]那是永劫萬世之力。[ENDL]據說即便其身軀腐朽殆盡，光芒也不會因而消退。[ENDL]        ────出自「死與炎」 第四章
110151902,咒怨附魔師,阿拉阿拉，你可沒有被歡迎進入到這裡。[ENDL]讓武器纏上怨念就是最快捷的附魔方法。[ENDL]哈哈哈，那就讓發現秘密的你成為下一個訂單的原料吧。
110152901,節能死靈法師,……[ENDL]（啊...活著好麻煩......）[ENDL]（乾脆把自己也弄成亡魂吧......）
110153903,花田守望‧莉娜麗婭,啊，我不是已經...原來如此。[ENDL]好，那我願意一直等下去，直到世界終結。[ENDL]我相信你......我心愛的，黑利歐。
-Vampire-,------,---------------
110161904,牲祭犬,沒有人知道他們是自願還是被迫，[ENDL]然而在此等草菅人命的戰鬥下仍存活之人，[ENDL]多半也早已分不明清醒與狂暴的界限，[ENDL]成了一個無時不刻不期盼死亡的瘋子。
110164901,無盡貪婪‧瑪門,第五宗罪，財富與貪婪的誤導之神。[ENDL]誘導世人對金錢的追求，死後則墮入她的輝煌宮殿。[ENDL]那裡的金銀自罪人的血肉熔煉而出，[ENDL]那裡的寶石從罪人的靈魂凝聚而成。
110164903,犧牲的騎士‧萊辛托斯,戰火摧殘之時，犧牲在所難免。[ENDL]去蕪存菁，接納苦痛，視死如歸。[ENDL]犧牲所爭取的勝利，必換取長久的和平。[ENDL]        ────萊辛托斯對於「犧牲」的願景
-Bishop--,------,---------------
110171901,小修女,「男人的毒害需要從小隔絕。」[ENDL]        ────跟同事閒聊的老修女
110171902,醫療助手,「這樣就貼滿一百個OK繃了，大哥哥一定會馬上好起來的。」[ENDL]「說的沒錯...我肯定...不出半天就能恢復...謝謝醫師...」[ENDL]        ────醫療助手與骨折傷患
110171903,戰鬥修道士,「拳頭...我是說神的愛就像雨點一樣降在我身上...」[ENDL]        ────鼻青臉腫的信徒
110171904,忠誠的僕役,對我來說，侍奉人與侍奉神並無二致。[ENDL]「地上亦可是天堂，請容我為您帶路。」
110171905,被揀選者,你們將要聚集，成為豐沛的養分，為使蔽天之翼再次展現於世。
110171906,謙卑的牧師,none
110171907,邊境的修女,趕跑了村落周遭的魔物與盜賊，原以為可以獨享寧靜的修女，不知何時開始經常被孩子們包圍。[ENDL]「孩子們的笑聲總是圍繞在身邊...好像更難聽到神的聲音了...」
110171908,入門的僧侶,「每一件事你都用聖水辦就算了，為什麼你用聖水醫病還能出事？」[ENDL]「報告，我用的是剛燒開的聖水！」
110171909,大旗的翼戰士,「用旗子把你吹飛已經是仁至義盡，要是你膽敢再入侵這裡，就要換你掛在旗桿上飄了。」        ────大旗的翼戰士
110171910,聖潔獅鷲,祈禱融入日常，逐漸成為生活的一部分。[ENDL]同樣的，牠們的生活型態本身便帶著對神的敬意。[ENDL]神聖的獅鷲獸，以吼叫體現出祈禱及祝福。
110172901,沉著的修士,「啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！」[ENDL]        ────沉著的修士的心聲
110172902,鏡甲騎士,他們不喜歡面對面站著，感覺很怪。
110172903,教會守護者,我的心願，能使我成為保衛天主的盾牌。任何侵略而來的惡徒，都在這裡由我擋下！
110172904,謙卑的宣教士,none
110172905,長槍的翼戰士,「匍匐之輩的血，就連我的槍尖都別想玷汙。」        ────長槍的翼戰士
110172906,處刑女修士,「...您做出決定了。那麼，我將打開其中一扇門...如您所見，門後面是刑具。」[ENDL]「現在您有一次機會，能夠決定要不要改為您沒有選擇的另一道門，您的決定是？」
110172907,高潔守護者,<i>不知道為什麼[ENDL]何必問為什麼[ENDL]跟著你一起旅行就很快樂</i>
110173901,流星錘主教,「為什麼要選擇在那種時機跟他告白啊，我這個大笨蛋！！！」[ENDL]「對！對！就是這個！你的自我厭惡讓我好興奮啊！」[ENDL]「你這破錘子給我閉嘴！！！」[ENDL]        ────流星錘主教與審判之錘
110173902,天馬騎士,得意技：天馬流星拳、天馬彗星拳、天馬迴旋碎擊拳、原子閃電光速拳（聖鬥士星矢Ω） 、宇宙星辰箭（聖鬥士星矢Ω）
-Nemesis-,------,---------------
110181908,實驗室研究員,呼～這麼快就招聘到這麼多白老鼠，[ENDL]我都想多聘用三個我了。
110181911,公正的裁決者,裁決後情緒低落於情難免，[ENDL]裁決者可依需求閉塞自身耳目，[ENDL]一切只為做出最為公正的裁決。[ENDL]        ────公正騎士團「裁決者行事準則」結語
110182905,公正的使者,傳信過程必然遭遇聚落抵抗，[ENDL]害怕接受公正後便無法隨心所欲生活，[ENDL]使者毋須存有情感，僅需遞達消息。[ENDL]        ────公正騎士團「使者行事準則」結語
110182909,造物主,敵單位解析:「造物主」[ENDL]外貌為人形，頭部被替換為鐘錶。[ENDL]具有於戰場上修復敵其餘單位的能力，[ENDL]其本身戰鬥力不高，應盡快予以擊潰。
110183902,公正的代行者,公正即為至高，其不可違逆且永遠正確，[ENDL]不論做出的指示如何殘忍，[ENDL]代行者只需遵守並執行即可。[ENDL]        ────公正騎士團「代行者行事準則」結語
110183903,創造物研究局局長,在協定啟動後的世界不只有著戰爭，[ENDL]也有人致力於人類與創造物的和平......[ENDL]曾經的局長將自身的意識與知識上傳至機械軀殼內永遠保存，[ENDL]他的研究成果將成為通往未來的曙光。
110183907,守護機甲,守護機甲三原則如下:[ENDL]第一，保護人類的安全高於保護機體的安全。[ENDL]第二，不可以違抗命令，且不可以攻擊人類。[ENDL]第三，如第一條與第二條衝突，遵循第一條。
110184902,公正的騎士‧愛羅德西亞,人心必有不公，公正因而崇高。[ENDL]立定準則，毋存情感，謹遵所指。[ENDL]以無情之公正，護不公之人心。[ENDL]        ────愛羅德西亞對於「公正」的願景
910183902,反擊機甲,反擊機甲三原則如下:[ENDL]第一，保護自身的自由意志高於保護機體的安全。[ENDL]第二，盡可能遵守協定的命令，不要攻擊創造物同胞。[ENDL]第三，如果第一條與第二條衝突，遵循第一條。
